Timestamp,Provider,Term (Years),Insurability,Type,Rate
2025-06-11T22:23:14.412392,CIBC,5,uninsured,fixed,6.49
2025-06-11T22:23:14.412401,CIBC,5,insured,fixed,6.49
2025-06-11T22:23:14.412405,CIBC,5,uninsured,variable,4.95
2025-06-11T22:23:14.412408,CIBC,5,insured,variable,4.95
2025-06-11T22:23:13.963287,Canwise,2,insured,fixed,4.29
2025-06-11T22:23:13.963326,Canwise,3,insured,fixed,4.04
2025-06-11T22:23:13.963330,Canwise,5,insured,fixed,3.99
2025-06-11T22:23:27.043743,Dominion Lending,1,insured,fixed,5.29
2025-06-11T22:23:27.043751,Dominion Lending,2,insured,fixed,4.69
2025-06-11T22:23:27.043755,Dominion Lending,3,insured,fixed,4.24
2025-06-11T22:23:27.043758,Dominion Lending,4,insured,fixed,4.34
2025-06-11T22:23:27.043761,Dominion Lending,5,insured,fixed,4.29
2025-06-11T22:23:27.043767,Dominion Lending,5,insured,variable,4.3
2025-06-11T22:23:32.027254,Duca,5,insured,fixed,4.09
2025-06-11T22:23:35.730779,Equitable Bank,1,insured,fixed,6.2
2025-06-11T22:23:35.730785,Equitable Bank,2,insured,fixed,5.3
2025-06-11T22:23:35.730788,Equitable Bank,3,insured,fixed,4.6
2025-06-11T22:23:35.730791,Equitable Bank,4,insured,fixed,4.6
2025-06-11T22:23:35.730794,Equitable Bank,5,insured,fixed,4.2
2025-06-11T22:23:35.730797,Equitable Bank,5,insured,variable,4.25
2025-06-11T22:23:38.544636,First National Financial,1,insured,fixed,5.59
2025-06-11T22:23:38.544655,First National Financial,1,uninsured,fixed,5.59
2025-06-11T22:23:38.544642,First National Financial,2,insured,fixed,4.84
2025-06-11T22:23:38.544658,First National Financial,2,uninsured,fixed,4.84
2025-06-11T22:23:38.544645,First National Financial,3,insured,fixed,4.24
2025-06-11T22:23:38.544660,First National Financial,3,uninsured,fixed,4.24
2025-06-11T22:23:38.544648,First National Financial,4,insured,fixed,4.49
2025-06-11T22:23:38.544662,First National Financial,4,uninsured,fixed,4.49
2025-06-11T22:23:38.544651,First National Financial,5,insured,fixed,4.260000000000001
2025-06-11T22:23:38.544665,First National Financial,5,uninsured,fixed,4.36
2025-06-11T22:23:38.544670,First National Financial,5,insured,variable,4.25
2025-06-11T22:23:38.544673,First National Financial,5,uninsured,variable,4.25
2025-06-11T22:24:04.197317,MCAP,1,insured,fixed,7.44
2025-06-11T22:24:04.197312,MCAP,2,insured,fixed,7.14
2025-06-11T22:24:04.197289,MCAP,3,insured,fixed,5.34
2025-06-11T22:24:04.197286,MCAP,4,insured,fixed,5.14
2025-06-11T22:24:04.197279,MCAP,5,insured,fixed,5.09
2025-06-11T22:24:53.327877,Peoples Trust,1,insured,fixed,5.24
2025-06-11T22:24:53.327886,Peoples Trust,2,insured,fixed,4.29
2025-06-11T22:24:53.327891,Peoples Trust,3,insured,fixed,4.64
2025-06-11T22:24:53.327896,Peoples Trust,4,insured,fixed,4.29
